"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"022 933 3301",2016-06-25,2,,"D",1981-12-27
"01 504 9936",2013-12-06,3,,"D",1977-10-16
"01 932 4559",2016-08-09,2,,"C1",1962-07-24
"01 336 3756",2015-11-30,3,,"D",1990-12-10
"053 043 1361",2015-03-18,1,,"C1",1983-02-07
"01 805 4998",2018-07-10,3,,"A",1998-11-22
"043 111 5404",2017-04-27,2,,"C2",1956-07-04
"0504 120 7325",2017-08-19,3,,"C2",1951-05-01
"058 908 0225",2017-03-27,2,,"E",1970-06-19
"025 106 3744",2016-10-01,1,,"C2",1950-12-01
"01 412 7547",2013-12-19,2,,"B",1996-09-28
"023 652 6272",2013-10-03,3,,"E",1960-08-21
"01 481 4600",2014-07-17,1,,"C2",1980-08-02
"0505 615 1900",2013-11-05,1,,"C1",1954-05-30
"056 156 6893",2012-03-21,2,,"E",1950-06-08
"029 661 0815",2013-01-22,3,,"C1",1980-12-22
"026 120 2223",2013-05-13,3,,"C2",1995-05-11
"01 398 0642",2013-03-03,1,,"C2",1994-09-28
"01 450 3096",2017-09-11,1,,"C2",1980-02-01
"01 085 4455",2017-01-27,3,,"C1",1962-03-25
"090 228 6294",2015-05-18,1,,"D",1971-04-04
"044 200 6434",2012-02-26,1,,"D",1976-08-13
"065 876 1881",2015-03-07,3,,"C1",1954-10-26
"01 906 2781",2016-03-24,1,,"D",1956-05-16
"01 596 7598",2016-07-23,2,,"C1",1981-06-20
"01 544 9981",2014-01-11,3,,"B",1966-03-01
"043 212 4586",2018-03-08,3,,"B",1985-03-19
"01 595 9444",2012-01-09,3,,"C2",1995-05-30
"053 881 9900",2018-07-01,1,,"B",1983-05-21
"057 260 1896",2012-08-23,3,,"B",1966-11-01
"01 061 4563",2013-04-10,3,,"C2",1964-07-28
"0404 073 2982",2014-02-12,2,,"B",1986-07-25
"01 359 7409",2018-04-21,2,,"B",1977-06-19
"01 543 7870",2018-05-26,1,,"E",1966-01-27
"01 608 8885",2013-08-07,2,,"D",1962-02-26
"01 632 5117",2018-03-09,2,2018-07-01,"B",1968-08-18
"065 251 5419",2013-08-30,1,2018-07-01,"C2",1990-04-16
"01 493 4359",2018-04-25,2,,"C1",1989-04-10
"090 054 3577",2012-11-21,1,,"C1",1972-02-17
"01 597 4549",2018-09-18,3,,"C2",1995-02-19
"01 728 6349",2018-08-13,2,,"C1",1992-06-29
"01 099 7785",2016-01-21,2,,"C2",1955-05-19
"01 474 3683",2013-10-13,1,,"C2",1974-08-22
"01 366 0697",2014-03-16,2,,"C1",1956-04-05
"01 455 9809",2015-06-19,2,,"C2",1967-11-28
"01 298 2147",2017-08-16,2,,"B",1973-06-26
"01 578 3444",2015-02-22,2,,"C2",1997-07-26
"061 534 7718",2013-04-11,1,,"C2",1978-09-04
"041 083 6976",2015-01-13,2,,"D",1986-03-19
"099 732 1632",2015-06-22,1,,"C1",1996-08-09
"01 041 1368",2012-07-27,1,,"C1",1996-07-25
"01 616 9374",2017-03-06,2,,"C1",1986-02-04
"058 272 9576",2017-08-13,2,,"C2",1983-12-08
"01 263 8408",2015-07-31,3,,"D",1990-05-05
"056 270 1726",2016-10-15,2,,"B",1961-11-10
"074 482 9838",2012-03-11,3,,"D",1960-08-22
"01 827 4030",2015-02-08,3,,"C1",1983-01-12
"025 164 1021",2015-07-11,2,,"C2",1990-04-30
"057 521 1951",2018-03-31,2,,"B",1979-02-28
"01 356 8651",2017-11-20,2,,"B",1992-01-23
"051 051 1446",2013-04-25,1,,"B",1964-09-26
"01 654 2859",2012-03-09,2,,"C1",1953-06-19
"01 195 2925",2018-08-29,3,,"C2",1970-09-25
"01 694 7740",2013-12-14,1,,"B",1971-06-09
"090 060 8977",2014-04-20,3,,"D",1985-09-27
"056 292 7776",2015-10-02,1,,"B",1991-05-29
"047 103 5674",2017-01-24,1,,"B",1990-09-10
"01 520 6474",2012-02-22,2,,"C2",1982-11-10
"01 695 8301",2017-01-18,2,,"B",1985-05-13
"01 694 4925",2013-03-27,2,,"E",1983-08-29
"091 981 9050",2017-08-13,1,,"C1",1986-10-04
"068 249 1803",2018-02-22,2,,"C2",1957-11-29
"01 775 6477",2015-03-03,3,,"C2",1990-08-07
"024 822 3346",2015-11-17,2,,"E",1977-04-27
"01 258 7514",2017-04-16,3,,"C2",1997-11-25
"066 737 9655",2013-04-17,3,,"A",1999-12-08
"065 198 7015",2015-10-06,2,,"D",1981-03-03
"01 055 2258",2012-04-12,3,,"C1",1969-08-23
"091 610 5765",2015-11-21,2,,"B",1974-07-15
"071 660 5513",2017-05-05,3,,"E",1986-08-25
"01 230 9521",2012-07-19,1,2018-07-01,"D",1973-04-27
"053 697 2514",2015-08-10,1,,"C1",1959-06-26
"01 313 1831",2014-07-03,3,,"C1",1958-04-19
"01 506 9893",2017-09-23,1,,"B",1958-03-16
"01 663 9358",2014-10-29,2,,"D",1950-09-15
"01 994 5579",2013-06-03,1,,"D",1951-08-24
"068 433 9397",2017-01-12,3,,"E",1996-11-17
"01 556 5400",2012-07-14,2,,"D",1968-03-11
"01 095 8221",2017-01-10,3,,"C1",1959-11-26
"041 911 0114",2013-09-28,1,,"D",1993-12-04
"01 392 7267",2015-12-02,3,,"A",1971-12-30
"049 799 2640",2017-06-07,1,,"E",1998-03-12
"029 538 5470",2013-04-18,2,,"B",1973-05-21
"01 266 9030",2017-12-31,3,2018-07-01,"B",1961-04-12
"061 800 6225",2018-08-12,2,,"B",1970-08-12
"045 184 5713",2017-01-19,3,,"C2",1965-06-19
"01 890 5240",2017-03-25,3,,"E",1983-11-01
"01 682 3197",2014-12-08,2,,"D",1975-07-06
"01 973 6140",2012-02-10,3,,"C2",1960-03-18
"01 333 6830",2017-04-25,3,,"E",1964-02-17
"01 700 1532",2014-06-09,2,,"B",1985-04-11
"01 867 8327",2012-11-21,2,,"C2",1997-10-04
"01 759 2710",2018-04-13,1,,"C2",1997-09-14
"061 366 7610",2016-09-04,1,,"D",1971-04-21
"028 659 2042",2018-07-19,3,,"C1",1956-09-08
"01 104 9998",2013-03-05,3,,"C2",1993-06-23
"01 794 5208",2017-06-29,3,,"E",1983-01-30
"026 618 7237",2014-12-29,2,,"D",1957-04-21
"061 428 0429",2015-11-10,1,,"C1",1998-12-20
"01 285 5340",2014-10-11,3,,"E",1983-05-13
"01 267 3333",2012-12-15,1,,"C2",1988-07-19
"01 591 5994",2016-12-20,1,,"C1",1957-04-18
"01 260 0535",2014-10-12,3,,"C2",1983-02-18
"091 561 5172",2012-10-27,3,,"C2",1987-01-05
"01 268 2151",2012-03-27,2,2018-07-01,"B",1987-04-11
"093 669 9877",2014-12-18,2,,"E",1975-06-29
"071 432 6987",2017-08-07,1,2018-07-01,"C2",1978-04-08
"01 293 7165",2016-12-17,1,,"B",1955-12-08
"062 512 6636",2017-05-15,1,,"C2",1957-03-18
"028 750 7808",2014-07-13,3,2018-07-01,"C2",1992-03-06
"062 475 5429",2018-06-01,2,,"B",1981-10-13
"01 332 4628",2018-10-01,2,,"E",1953-11-20
"058 162 4660",2016-11-18,3,,"A",1984-03-23
"044 563 6072",2016-02-03,3,,"C2",1998-12-16
"01 994 4251",2017-02-05,3,,"C1",1953-01-19
"058 850 5013",2013-02-24,2,,"A",1995-09-21
"01 892 3381",2017-04-04,3,,"E",1963-05-15
"01 364 0676",2018-01-07,2,2018-07-01,"B",1954-06-23
"049 525 2242",2013-03-03,2,2018-07-01,"C1",1976-02-12
"097 756 3443",2015-11-07,2,,"B",1993-08-29
"046 192 9279",2016-09-10,1,,"D",1995-09-14
"0402 530 8856",2013-09-05,1,2018-07-01,"D",1971-04-18
"01 444 9233",2013-12-29,2,,"C1",1958-12-28
"01 815 5507",2017-10-28,1,2018-07-01,"B",1976-02-09
"01 389 4330",2014-04-12,2,,"B",1963-11-17
"01 666 6428",2013-12-01,2,,"C1",1955-07-20
"01 695 1276",2012-05-23,3,,"C2",1987-01-26
"058 569 1965",2017-02-25,2,,"A",1963-12-19
"01 090 3773",2018-05-02,2,,"B",1970-04-06
"025 202 8929",2014-09-21,1,,"E",1951-05-09
"01 233 5886",2017-07-23,3,,"E",1969-08-03
"058 272 2988",2018-01-21,2,,"E",1965-12-01
"025 157 1640",2015-01-26,2,,"D",1975-12-16
"01 258 1322",2013-08-22,3,,"D",1982-10-11
"01 068 4504",2014-10-07,1,,"C2",1986-04-23
"01 383 9342",2013-01-08,3,,"D",1962-08-01
"052 043 1581",2012-05-27,1,,"C1",1996-02-23
"01 472 2371",2016-10-31,3,,"C1",1951-11-17
"0504 247 1618",2017-01-25,3,,"C2",1954-06-08
"025 229 3578",2014-05-21,3,,"E",1996-10-29
"01 287 8114",2012-09-16,2,,"C2",1957-11-13
"056 022 2478",2014-07-18,3,,"B",1983-08-21
"01 995 4467",2015-10-24,2,,"C2",1960-02-10
"022 573 5644",2013-09-19,3,2018-07-01,"C1",1955-08-03
"01 137 5983",2012-04-20,3,,"C1",1955-07-25
"0505 221 0292",2014-11-13,2,,"C2",1954-08-21
"01 091 7866",2016-03-07,3,2018-07-01,"C2",1961-06-01
"046 800 7849",2014-08-22,3,,"C1",1983-10-21
"01 454 2551",2015-11-08,3,,"D",1971-10-14
"061 998 3794",2012-09-08,3,,"E",1980-04-03
"01 412 1296",2013-09-12,2,,"D",1976-12-20
"041 599 3550",2014-01-08,2,,"A",1963-05-18
"051 449 3734",2017-01-02,2,2018-07-01,"B",1971-12-16
"074 536 2704",2015-09-21,1,2018-07-01,"C1",1985-04-10
"01 377 2315",2014-01-03,3,2018-07-01,"C1",1963-08-23
"01 765 2292",2018-03-03,3,,"C2",1965-04-08
"098 367 8552",2018-07-04,1,,"C2",1957-03-21
"099 298 2747",2015-04-02,3,,"B",1953-03-02
"069 113 2781",2018-01-31,1,,"A",1975-08-02
"096 842 4514",2017-10-14,1,,"B",1984-08-06
"090 315 3315",2017-11-22,3,,"B",1990-08-21
"063 144 8303",2014-06-28,2,2018-07-01,"C1",1995-06-25
"057 792 7431",2018-05-24,3,,"C2",1962-01-29
"068 551 5105",2016-08-16,2,,"C2",1986-05-01
"029 169 7362",2013-11-29,2,,"C1",1964-07-30
"01 570 7607",2018-05-04,3,,"C1",1951-12-10
"01 470 6434",2013-12-07,2,,"C1",1971-04-25
"048 072 5529",2013-01-06,3,,"C1",1964-05-02
"01 408 6089",2018-10-30,1,,"C2",1969-09-08
"01 110 0125",2015-12-05,1,,"E",1996-09-01
"01 227 0011",2017-01-04,2,,"B",1989-10-10
"01 192 7932",2013-10-23,2,,"C1",1952-02-20
"022 177 5210",2013-02-03,1,,"C2",1972-07-30
"01 163 2075",2013-05-03,1,,"E",1959-02-28
"01 155 2544",2016-07-20,3,,"A",1989-02-28
"01 327 6563",2014-08-15,2,,"B",1980-06-10
"01 296 9516",2016-01-28,1,,"C2",1956-12-19
"0505 519 7825",2014-03-19,3,,"D",1969-11-18
"01 504 0686",2014-04-14,3,,"C1",1996-06-23
"01 396 1608",2013-08-11,3,,"C2",1952-10-30
"01 873 4524",2012-07-18,1,,"D",1966-12-01
"0404 802 3660",2017-02-16,1,,"A",1961-02-20
"01 266 1982",2015-04-30,3,,"C2",1954-11-06
"042 710 0638",2015-08-20,2,,"D",1989-03-15
"01 667 0803",2015-07-18,3,,"B",1982-03-25
"090 487 6183",2017-02-13,1,,"B",1954-06-22
"01 964 9733",2017-03-06,3,,"C2",1983-05-09
"0505 028 0686",2013-08-20,2,,"E",1958-12-31
"01 693 9684",2015-12-20,1,,"B",1950-06-12
"091 521 8313",2017-12-12,3,,"E",1996-04-29
"01 839 2304",2015-08-02,2,,"B",1964-10-22
"01 918 5926",2018-02-02,1,,"C1",1959-01-23
"01 591 2280",2013-05-19,1,,"C2",1998-01-30
"026 028 5498",2014-09-17,1,,"C1",1958-11-26
"049 614 9049",2018-09-23,2,,"C1",1972-12-12
"01 037 5311",2016-03-23,2,,"C2",1995-09-15
"062 612 8362",2017-09-23,3,,"B",1984-09-03
"01 009 2005",2013-08-07,1,,"D",1988-02-25
"01 561 8811",2015-04-30,1,2018-07-01,"A",1987-09-11
"0504 138 5254",2017-03-31,3,,"B",1995-08-17
"01 506 5504",2017-08-11,3,2018-07-01,"C1",1962-12-04
"097 024 8466",2017-06-19,2,,"C2",1969-12-13
"096 519 6561",2012-07-05,2,,"D",1967-07-26
"01 661 1647",2018-05-08,2,,"C2",1965-05-03
"027 174 4864",2014-09-14,2,,"C1",1963-01-28
"01 834 8469",2014-01-24,3,,"C2",1971-08-05
"01 101 1812",2012-07-07,3,,"D",1956-03-07
"01 998 3612",2017-05-15,2,,"E",1976-04-02
"01 505 3657",2016-02-12,1,,"C1",1993-09-01
"01 188 7287",2012-02-28,1,,"A",1998-08-06
"090 696 6784",2014-09-23,3,,"A",1994-02-06
"095 200 6943",2013-11-04,2,,"D",1986-06-08
"01 640 2512",2015-05-23,3,,"B",1969-01-12
"01 030 5321",2018-09-19,1,,"C1",1995-01-26
"01 283 1245",2013-05-08,3,,"C1",1972-01-18
"01 494 6594",2016-07-25,2,,"C2",1954-05-24
"01 413 1360",2018-02-14,2,,"C2",1998-01-03
"01 072 8904",2015-08-16,2,,"E",1992-07-17
"023 941 9273",2017-01-19,2,,"C1",1993-08-26
"01 998 8928",2015-09-27,2,,"C2",1976-08-09
"01 498 0588",2016-07-05,2,,"B",1970-09-15
"091 176 7940",2017-08-05,3,,"B",1966-11-02
"01 345 7287",2015-01-11,2,,"C1",1954-08-30
"056 528 7650",2012-07-01,3,,"B",1954-06-12
"0504 775 7647",2015-06-08,3,,"B",1975-08-31
"041 190 1635",2012-10-02,1,,"C1",1953-11-12
"01 441 9340",2016-11-20,2,,"D",1999-11-26
"063 787 8647",2013-04-11,1,2018-07-01,"D",1975-10-14
"058 617 5189",2017-10-09,3,,"C1",1954-01-21
"01 893 2411",2014-06-29,3,,"C1",1962-12-05
"01 286 7835",2015-08-25,2,,"D",1950-03-17
"093 985 6119",2016-03-31,2,,"C2",1953-06-22
"01 784 4982",2015-07-15,2,,"D",1961-07-16
"049 966 9131",2016-04-05,3,,"D",1988-03-11
"097 473 3560",2016-02-24,2,,"B",1993-07-23
"01 227 5645",2018-09-11,1,2018-07-01,"C1",1966-03-21
"01 563 0329",2012-12-12,3,,"B",1989-11-23
"056 296 8003",2013-04-28,3,,"C1",1984-01-01
"01 171 6997",2014-05-06,3,,"B",1952-03-29
"059 210 7893",2014-04-11,1,,"B",1977-04-30
"01 971 5031",2016-04-06,1,,"C1",1968-06-12
"01 335 0190",2018-05-17,2,,"C2",1983-01-06
"01 346 4457",2016-12-14,3,,"A",1980-12-21
"071 356 5584",2013-05-23,3,,"C1",1979-09-30
"01 842 7880",2017-08-08,1,,"C2",1991-02-26
"0402 575 6819",2016-09-27,2,,"D",1987-11-01
"01 089 2241",2017-12-14,2,,"C2",1961-07-31
"096 833 1623",2017-05-07,3,,"E",1989-03-30
"01 865 6970",2013-09-25,2,,"B",1981-01-02
"057 122 9658",2014-12-22,1,,"B",1987-06-01
"097 156 3299",2016-10-24,1,,"D",1965-09-15
"01 438 3224",2016-05-31,1,,"C1",1964-07-05
"01 436 8383",2016-08-31,1,,"E",1953-08-09
"025 416 5952",2017-07-22,1,,"D",1977-10-21
"098 066 2782",2013-06-26,1,,"C1",1959-07-19
"01 868 4961",2014-06-25,1,,"C2",1987-07-11
"0402 793 9217",2013-03-16,3,,"B",1982-02-11
"066 743 2713",2017-07-12,2,,"C1",1990-11-26
"01 740 0227",2014-06-21,3,,"A",1997-03-29
"01 664 1264",2014-10-28,2,,"B",1952-06-08
"074 448 8320",2018-05-23,3,2018-07-01,"C2",1959-04-30
"063 488 6186",2017-01-05,2,,"B",1986-07-14
"01 351 6786",2013-11-15,2,,"C2",1994-02-07
"01 067 5787",2014-11-09,3,,"C1",1950-10-06
"029 307 0460",2015-12-18,3,,"B",1992-03-27
"074 495 0498",2013-03-09,3,,"D",1953-03-31
"01 755 6420",2015-07-04,3,,"D",1966-01-15
"01 742 8948",2013-02-07,2,2018-07-01,"B",1975-06-01
"058 673 4988",2012-08-07,3,,"D",1991-04-08
"0505 148 3064",2017-09-14,3,,"A",1981-05-07
"01 248 0664",2014-11-27,1,,"B",1988-02-26
"094 335 1266",2018-02-15,2,2018-07-01,"C1",1993-01-18
"024 949 4693",2018-07-28,1,2018-07-01,"B",1997-09-07
"058 264 9878",2013-12-07,1,,"B",1965-04-03
"01 381 6999",2017-03-30,2,2018-07-01,"C2",1952-07-15
"024 590 8191",2012-07-18,1,,"E",1982-05-31
"021 355 3069",2014-11-27,1,,"C1",1995-09-16
"053 879 9410",2014-02-07,2,,"B",1985-06-06
"01 249 5622",2018-10-30,2,,"B",1996-02-03
"01 730 5147",2014-01-03,3,,"B",1962-02-15
"064 461 9526",2016-11-15,2,,"B",1997-08-20
"01 997 7083",2015-12-28,1,,"A",1989-07-18
"01 552 7111",2018-06-07,2,,"D",1963-05-22
"024 101 1632",2014-04-04,1,,"C1",1978-12-04
"01 898 0278",2016-03-23,1,,"B",1951-05-05
"065 776 9453",2016-01-29,3,,"C1",1986-02-13
"01 988 8461",2012-01-20,1,,"A",1954-03-12
"071 722 3602",2016-05-23,1,,"D",1973-05-11
"01 239 6913",2015-05-06,1,,"B",1951-07-13
"01 443 4051",2015-11-14,2,,"C2",1991-11-29
"01 111 1172",2014-08-09,3,,"C2",1982-06-21
"01 834 4226",2016-06-16,2,,"E",1964-06-06
"01 454 1853",2015-07-11,1,2018-07-01,"B",1996-03-04
"01 819 0669",2015-04-12,1,,"C1",1993-01-10
"056 462 8541",2018-02-07,3,,"C1",1950-05-17
"01 063 4280",2012-07-16,2,,"E",1982-08-09
"01 712 6358",2015-12-16,2,,"C1",1999-10-22
"01 181 0721",2012-11-29,2,,"C2",1965-06-24
"067 564 4790",2015-12-06,3,,"E",1954-06-19
"01 900 2205",2013-01-04,1,,"C2",1957-10-26
"01 249 6669",2015-09-06,3,,"B",1985-07-31
"062 398 8714",2015-05-30,1,2018-07-01,"C2",1951-01-24
"01 426 7542",2014-11-04,2,,"B",1962-02-21
"063 094 8839",2017-12-27,1,,"C1",1982-02-12
"01 083 8478",2014-01-29,2,,"B",1975-07-01
"049 580 5464",2013-12-18,2,,"C1",1963-04-07
"0505 164 5261",2013-03-23,1,,"B",1969-09-04
"01 046 1215",2016-09-01,3,,"C1",1998-05-30
"049 538 4214",2015-08-18,3,,"C1",1986-09-02
"01 678 9187",2012-11-06,2,,"C2",1966-07-21
"097 066 8889",2013-06-28,2,2018-07-01,"B",1976-03-20
"065 415 1169",2013-04-06,1,,"D",1951-09-14
"052 666 9123",2012-02-27,3,,"D",1975-08-19
"01 511 8228",2018-04-11,2,,"A",1999-03-19
"01 873 8817",2018-03-30,3,,"C1",1987-02-01
"01 391 8104",2012-04-02,1,,"C1",1972-05-17
"022 013 9417",2015-01-06,2,,"C2",1971-06-05
"01 202 8602",2014-04-30,2,,"C1",1987-12-12
"041 598 4481",2016-02-26,1,,"D",1987-04-27
"01 080 3972",2015-01-30,3,,"C1",1959-08-13
"053 560 1452",2017-03-17,2,,"B",1973-03-28
"01 953 4144",2014-12-11,3,,"C2",1986-02-01
"01 311 2063",2015-02-18,3,,"C1",1993-08-04
"01 716 4031",2016-08-05,2,,"D",1974-05-04
"071 140 4179",2014-12-23,1,,"E",1961-10-17
"0504 525 5347",2017-03-14,2,,"E",1977-09-09
"01 522 2334",2012-06-24,1,,"C1",1994-01-07
"056 129 2392",2018-04-04,2,,"B",1967-05-01
"01 317 8722",2017-06-20,2,,"B",1956-09-21
"029 875 3451",2015-09-16,2,2018-07-01,"C1",1987-02-28
"048 458 5980",2013-06-28,2,,"E",1954-01-10
"01 238 7202",2014-04-29,1,,"A",1971-12-08
"01 134 4507",2014-10-19,2,,"E",1962-04-29
"053 741 1984",2017-04-10,3,,"B",1973-03-25
"01 697 6458",2013-10-21,1,,"B",1986-09-30
"093 728 0647",2017-10-08,1,,"C2",1968-01-04
"01 784 1026",2014-10-27,1,,"B",1990-02-11
"099 673 9449",2015-12-03,1,,"B",1980-12-03
"027 278 4647",2013-05-05,2,,"B",1972-07-07
"042 764 0023",2015-04-26,2,,"D",1978-07-30
"01 889 0574",2017-01-28,2,,"D",1960-09-15
"044 333 5662",2015-12-08,3,2018-07-01,"C2",1971-12-05
"091 500 5753",2016-08-25,1,,"C2",1988-09-15
"099 072 8759",2018-06-12,1,,"C1",1980-07-27
"0505 098 2284",2012-02-08,1,,"C1",1960-06-03
"01 392 4695",2012-06-21,3,,"C1",1982-02-17
"042 781 0025",2016-11-04,1,,"E",1983-09-14
"090 459 7265",2018-07-17,1,,"C1",1972-05-13
"029 091 6813",2015-09-30,3,,"C2",1992-04-14
"01 001 8433",2015-07-01,2,,"C2",1996-06-27
"098 219 7687",2015-12-19,2,,"A",1975-09-18
"01 145 2111",2013-07-09,1,,"C1",1978-08-26
"067 915 5643",2012-10-25,3,,"C1",1969-07-12
"024 991 1686",2013-05-09,3,,"D",1951-03-08
"01 881 9795",2015-12-11,3,,"E",1966-07-11
"023 296 8021",2016-11-07,2,,"C1",1987-06-10
"01 080 0478",2017-04-24,1,,"B",1967-12-13
"048 077 6603",2014-04-27,1,,"C1",1952-07-29
"01 198 7515",2012-08-31,1,,"C2",1952-12-12
"023 095 0486",2016-08-25,3,,"C1",1995-09-11
"01 534 1020",2016-11-10,2,,"C1",1984-11-07
"01 770 2855",2018-01-16,2,,"C2",1977-04-14
"01 817 6873",2016-08-05,3,,"C2",1981-04-14
"01 843 0357",2012-11-24,3,,"C2",1980-09-05
"047 822 5923",2018-01-25,3,,"B",1983-05-04
"01 854 6907",2018-05-03,1,,"E",1985-10-24
"043 639 1520",2012-03-10,3,,"D",1996-01-07
"01 298 0310",2014-12-14,2,,"C2",1989-10-15
"058 815 4700",2014-06-07,3,,"C2",1980-06-22
"01 560 5413",2012-12-19,3,,"B",1979-05-22
"028 471 8277",2013-12-19,1,,"D",1991-08-15
"01 209 8855",2012-08-13,2,,"D",1964-10-03
"01 140 9672",2015-06-16,1,,"D",1997-10-21
"01 243 7984",2014-06-03,3,,"C1",1951-05-27
"025 840 4038",2015-05-31,3,,"B",1960-05-02
"063 263 5637",2014-07-04,3,,"B",1974-08-31
"021 232 6913",2012-11-20,3,,"C2",1988-03-02
"064 541 0156",2013-05-10,3,2018-07-01,"E",1987-09-02
"097 909 0130",2014-06-16,1,,"C2",1954-11-03
"024 654 0234",2017-07-18,1,,"C1",1989-04-26
"01 854 6606",2015-03-10,1,,"C2",1951-09-27
"01 634 9127",2012-07-03,1,,"C2",1981-11-19
"090 083 4186",2014-01-05,2,,"E",1993-03-11
"066 286 9233",2018-03-26,1,2018-07-01,"B",1995-09-28
"057 686 0225",2013-02-26,3,,"C1",1963-04-11
"048 280 0682",2014-03-13,1,,"B",1982-01-27
"01 670 0153",2017-08-02,2,,"C1",1977-06-03
"051 958 7356",2018-08-07,3,,"C1",1987-07-26
"049 538 6020",2013-12-26,2,,"B",1976-07-31
"097 993 1283",2014-03-09,1,,"B",1973-07-10
"042 383 6037",2014-09-30,1,,"E",1976-10-28
"098 999 5663",2018-01-21,2,,"E",1989-07-19
"048 626 3841",2014-03-18,2,,"D",1992-04-12
"098 714 3057",2016-08-15,1,,"E",1991-07-24
"01 804 1548",2014-11-10,2,2018-07-01,"C2",1988-02-02
"023 236 7523",2016-10-07,2,,"C1",1980-07-13
"065 686 2651",2012-07-31,3,,"D",1960-03-07
"029 438 4451",2014-07-28,2,,"C2",1971-11-10
"01 126 9794",2015-01-28,2,,"D",1959-10-23
"01 423 4887",2018-08-31,2,,"B",1954-12-26
"053 650 3136",2017-05-10,1,,"C2",1954-02-28
"01 324 7763",2018-05-08,1,,"E",1966-03-19
"01 120 5754",2017-06-28,3,,"E",1964-01-21
"01 038 5568",2016-05-16,3,2018-07-01,"C2",1995-01-06
"01 164 7907",2012-08-03,2,,"A",1999-06-07
"052 454 8406",2017-02-06,3,,"C1",1974-07-11
"01 211 3187",2013-11-06,1,,"C1",1959-01-25
"01 612 1905",2018-09-13,1,,"C2",1983-07-16
"01 206 7520",2018-01-08,3,,"E",1984-12-02
"01 244 1553",2013-04-20,3,,"A",1958-09-23
"01 949 9561",2016-02-16,3,,"B",1977-03-29
"01 325 5937",2017-10-15,1,,"A",1975-03-25
"01 769 5584",2016-10-18,1,,"D",1978-03-30
"01 781 5630",2013-11-13,1,,"D",1985-02-25
"01 423 0019",2018-07-24,1,2018-07-01,"B",1984-11-03
"093 642 1531",2016-01-17,2,,"A",1973-04-15
"0505 361 1081",2017-11-18,3,,"D",1994-08-23
"01 944 5768",2016-02-25,3,,"C2",1955-01-12
"01 184 5966",2012-10-12,2,,"C2",1978-09-06
"096 001 2618",2017-07-11,2,,"B",1985-09-13
"01 389 1362",2014-06-22,3,,"D",1980-04-29
"053 973 7144",2017-10-11,2,2018-07-01,"D",1968-08-13
"069 975 0229",2013-07-22,3,,"C2",1959-09-06
"01 336 8737",2015-08-29,3,,"C1",1994-12-17
"01 939 5471",2016-07-16,3,,"C2",1992-04-28
"01 624 8549",2016-02-29,1,,"C2",1982-03-14
"01 203 1747",2018-04-30,1,,"C1",1967-06-12
"096 333 0157",2013-10-13,3,,"B",1956-11-14
"01 292 0508",2012-01-10,3,,"D",1998-07-13
"097 019 4088",2018-02-03,2,,"C2",1994-09-06
"01 738 5514",2014-06-06,1,,"D",1965-10-15
"066 832 3682",2013-06-27,3,,"D",1950-03-15
"027 357 4484",2016-01-11,3,,"D",1956-04-10
"01 373 8818",2013-04-13,2,,"C2",1971-05-17
"094 134 8885",2012-11-06,2,,"C2",1988-03-17
"01 814 8361",2018-05-11,2,,"C1",1991-03-23
"01 322 4060",2012-03-10,3,,"B",1957-11-27
"01 741 8413",2013-11-14,2,,"D",1978-02-19
"01 197 0422",2016-11-18,2,,"E",1982-11-05
"01 521 3526",2013-07-21,2,,"A",1999-03-18
"01 945 4452",2013-11-12,2,,"B",1982-07-18
"01 288 7703",2018-02-02,2,,"E",1974-12-12
"01 769 5555",2014-11-10,1,,"D",1985-02-06
"01 502 9268",2014-09-02,2,,"C2",1994-02-21
"026 375 7774",2018-08-15,2,,"B",1980-06-19
"01 070 8000",2012-05-08,3,,"B",1996-12-15
"042 939 5794",2012-05-27,1,2018-07-01,"B",1972-04-03
"029 771 4499",2013-05-28,3,,"C1",1991-11-28
"099 529 9216",2015-05-16,1,2018-07-01,"C1",1957-12-26
"01 141 3697",2013-09-25,3,,"C2",1984-03-17
"062 701 1292",2015-05-12,3,,"C1",1956-10-11
"01 882 0222",2014-01-01,3,,"C2",1979-05-08
"067 624 0271",2015-02-22,2,,"E",1971-03-10
"01 463 7191",2016-05-29,3,,"A",1979-03-23
"01 568 6542",2012-08-20,3,,"E",1952-10-20
"01 563 8682",2017-11-28,2,,"D",1968-03-26
"096 671 8377",2012-06-06,1,,"D",1985-12-09
"01 761 2847",2017-10-10,3,,"B",1988-12-16
"01 569 2929",2015-01-04,1,,"C1",1951-11-26
"066 269 0193",2015-06-26,1,,"D",1967-09-22
"023 596 6254",2012-08-10,2,,"C1",1960-08-05
"01 851 9143",2012-09-19,1,,"B",1969-04-02
"01 324 0416",2014-10-16,1,,"D",1986-09-13
"01 162 5436",2017-11-18,3,,"B",1991-12-10
"045 506 9535",2016-07-14,1,,"D",1993-07-01
"045 988 2387",2012-05-25,3,,"C2",1988-08-19
"01 009 7157",2015-10-21,3,,"A",1998-08-22
"01 639 3654",2016-03-26,2,,"C1",1986-06-13
"01 717 6639",2015-11-13,3,,"C1",1983-03-27
"095 800 5187",2014-06-21,1,,"D",1970-05-05
"091 097 6705",2014-12-19,1,,"B",1965-06-22
"029 059 8091",2017-08-28,3,,"C2",1980-04-02
